TAA_ID,TAA_DATE,TAA_SHIFT,TAA_WKNO,TAA_CHE_TYPE,TAA_MOVE_KIND,TAA_AGV_ID,TAA_DRIVER,TAA_DRIVENAME,TAA_CNTRID,TAA_AGO_GROUP_ID,TAA_CSIZECD,TAA_CSTATUSCD,TAA_DNGCD,TAA_OVLMTCD,TAA_CTYPECD,TAA_SETTMPT,TAA_WK_STTIME,TAA_WK_EDTIME,TAA_FREE1_ARRTIME,TAA_FREE1_EDTIME,TAA_FREE2_ARRTIME,TAA_FREE2_EDTIME,TAA_FULL1_ARRTIME,TAA_FULL1_EDTIME,TAA_FULL2_ARRTIME,TAA_FULL2_EDTIME,TAA_CONTRACTOR,TAA_VOY_ID,TAA_CNL_WAIT_SECONDS,TAA_CNL_AGO_ID,TAA_PRIOR_EDTIME,TAA_VALIDFG,TAA_WI_ID,TAA_ORC_ID,TAA_CNTRNO,TAA_CREATEUSER,TAA_FREE_PB_ARRTIME,TAA_FREE_PB_EDTIME,TAA_FULL_PB_ARRTIME,TAA_FULL_PB_EDTIME,TAA_FREE1_ST_TP_ID,TAA_FREE1_ED_TP_ID,TAA_FREE2_ST_TP_ID,TAA_FREE2_ED_TP_ID,TAA_FULL1_ST_TP_ID,TAA_FULL1_ED_TP_ID,TAA_FULL2_ST_TP_ID,TAA_FULL2_ED_TP_ID,TAA_FREE_PB_ID,TAA_FULL_PB_ID,TAA_MILEAGE,TAA_CREATEDT
"TAA-20260910-000086","2026-09-10",2,"W06","AGV","EXPORT","AGV-086","SIM","Simulation AGV","CNTR-0000086","AGO-G-28","40","FULL","N","N","40HQ","","2026-09-10 00:17:00","2026-09-10 00:39:54","2026-09-10 00:17:00","2026-09-10 00:17:10","2026-09-10 00:30:09","2026-09-10 00:30:19","2026-09-10 00:21:15","2026-09-10 00:21:33","2026-09-10 00:23:07","2026-09-10 00:23:27","SYNTHETIC","VOY-014",5,"AGO-000086","2026-09-10 00:20:00","Y","WI-0000086","ORC-0000086","SYN0000086","SIMULATOR","2026-09-10 00:17:05","2026-09-10 00:17:08","2026-09-10 00:21:07","2026-09-10 00:21:12","TP-F1-S-86","TP-F1-E-86","TP-F2-S-86","TP-F2-E-86","TP-L1-S-86","TP-L1-E-86","TP-L2-S-86","TP-L2-E-86","PB-FREE-02","PB-FULL-02",7733.6,"2026-09-10 00:00:00"
"TAA-20260910-000087","2026-09-10",2,"W07","AGV","IMPORT","AGV-087","SIM","Simulation AGV","CNTR-0000087","AGO-G-29","40","FULL","N","N","40HQ","","2026-09-10 00:17:12","2026-09-10 00:36:15","2026-09-10 00:17:12","2026-09-10 00:17:22","2026-09-10 00:27:58","2026-09-10 00:28:08","2026-09-10 00:20:36","2026-09-10 00:20:54","2026-09-10 00:22:09","2026-09-10 00:22:29","SYNTHETIC","VOY-015",6,"AGO-000087","2026-09-10 00:20:12","Y","WI-0000087","ORC-0000087","SYN0000087","SIMULATOR","2026-09-10 00:17:17","2026-09-10 00:17:20","2026-09-10 00:20:28","2026-09-10 00:20:33","TP-F1-S-87","TP-F1-E-87","TP-F2-S-87","TP-F2-E-87","TP-L1-S-87","TP-L1-E-87","TP-L2-S-87","TP-L2-E-87","PB-FREE-03","PB-FULL-03",6436.3,"2026-09-10 00:00:00"
"TAA-20260910-000088","2026-09-10",2,"W08","AGV","EXPORT","AGV-088","SIM","Simulation AGV","CNTR-0000088","AGO-G-01","20","FULL","N","N","20GP","","2026-09-10 00:17:24","2026-09-10 00:46:36","2026-09-10 00:17:24","2026-09-10 00:17:34","2026-09-10 00:30:23","2026-09-10 00:30:33","2026-09-10 00:23:04","2026-09-10 00:23:22","2026-09-10 00:25:27","2026-09-10 00:25:47","SYNTHETIC","VOY-016",7,"AGO-000088","2026-09-10 00:20:24","Y","WI-0000088","ORC-0000088","SYN0000088","SIMULATOR","2026-09-10 00:17:29","2026-09-10 00:17:32","2026-09-10 00:22:56","2026-09-10 00:23:01","TP-F1-S-88","TP-F1-E-88","TP-F2-S-88","TP-F2-E-88","TP-L1-S-88","TP-L1-E-88","TP-L2-S-88","TP-L2-E-88","PB-FREE-04","PB-FULL-04",10325.8,"2026-09-10 00:00:00"
"TAA-20260910-000089","2026-09-10",2,"W01","AGV","IMPORT","AGV-089","SIM","Simulation AGV","CNTR-0000089","AGO-G-02","40","FULL","N","N","40HQ","","2026-09-10 00:17:36","2026-09-10 00:47:28","2026-09-10 00:17:36","2026-09-10 00:17:46","2026-09-10 00:30:37","2026-09-10 00:30:47","2026-09-10 00:20:16","2026-09-10 00:20:34","2026-09-10 00:21:33","2026-09-10 00:21:53","SYNTHETIC","VOY-017",8,"AGO-000089","2026-09-10 00:20:36","Y","WI-0000089","ORC-0000089","SYN0000089","SIMULATOR","2026-09-10 00:17:41","2026-09-10 00:17:44","2026-09-10 00:20:08","2026-09-10 00:20:13","TP-F1-S-89","TP-F1-E-89","TP-F2-S-89","TP-F2-E-89","TP-L1-S-89","TP-L1-E-89","TP-L2-S-89","TP-L2-E-89","PB-FREE-05","PB-FULL-05",10376.8,"2026-09-10 00:00:00"
"TAA-20260910-000090","2026-09-10",2,"W02","AGV","EXPORT","AGV-090","SIM","Simulation AGV","CNTR-0000090","AGO-G-03","40","FULL","N","N","40HQ","","2026-09-10 00:17:48","2026-09-10 00:45:39","2026-09-10 00:17:48","2026-09-10 00:17:58","2026-09-10 00:29:54","2026-09-10 00:30:04","2026-09-10 00:21:22","2026-09-10 00:21:40","2026-09-10 00:22:58","2026-09-10 00:23:18","SYNTHETIC","VOY-018",9,"AGO-000090","2026-09-10 00:20:48","Y","WI-0000090","ORC-0000090","SYN0000090","SIMULATOR","2026-09-10 00:17:53","2026-09-10 00:17:56","2026-09-10 00:21:14","2026-09-10 00:21:19","TP-F1-S-90","TP-F1-E-90","TP-F2-S-90","TP-F2-E-90","TP-L1-S-90","TP-L1-E-90","TP-L2-S-90","TP-L2-E-90","PB-FREE-06","PB-FULL-06",9802.9,"2026-09-10 00:00:00"
"TAA-20260910-000091","2026-09-10",2,"W03","AGV","IMPORT","AGV-091","SIM","Simulation AGV","CNTR-0000091","AGO-G-04","20","FULL","N","N","20GP","","2026-09-10 00:18:00","2026-09-10 00:45:23","2026-09-10 00:18:00","2026-09-10 00:18:10","2026-09-10 00:29:57","2026-09-10 00:30:07","2026-09-10 00:22:25","2026-09-10 00:22:43","2026-09-10 00:24:21","2026-09-10 00:24:41","SYNTHETIC","VOY-001",10,"AGO-000091","2026-09-10 00:21:00","Y","WI-0000091","ORC-0000091","SYN0000091","SIMULATOR","2026-09-10 00:18:05","2026-09-10 00:18:08","2026-09-10 00:22:17","2026-09-10 00:22:22","TP-F1-S-91","TP-F1-E-91","TP-F2-S-91","TP-F2-E-91","TP-L1-S-91","TP-L1-E-91","TP-L2-S-91","TP-L2-E-91","PB-FREE-07","PB-FULL-07",9581.5,"2026-09-10 00:00:00"
"TAA-20260910-000092","2026-09-10",2,"W04","AGV","EXPORT","AGV-092","SIM","Simulation AGV","CNTR-0000092","AGO-G-05","40","FULL","N","N","40HQ","","2026-09-10 00:18:12","2026-09-10 00:45:02","2026-09-10 00:18:12","2026-09-10 00:18:22","2026-09-10 00:30:19","2026-09-10 00:30:29","2026-09-10 00:23:36","2026-09-10 00:23:54","2026-09-10 00:25:53","2026-09-10 00:26:13","SYNTHETIC","VOY-002",11,"AGO-000092","2026-09-10 00:21:12","Y","WI-0000092","ORC-0000092","SYN0000092","SIMULATOR","2026-09-10 00:18:17","2026-09-10 00:18:20","2026-09-10 00:23:28","2026-09-10 00:23:33","TP-F1-S-92","TP-F1-E-92","TP-F2-S-92","TP-F2-E-92","TP-L1-S-92","TP-L1-E-92","TP-L2-S-92","TP-L2-E-92","PB-FREE-08","PB-FULL-08",9498.5,"2026-09-10 00:00:00"
"TAA-20260910-000093","2026-09-10",2,"W05","AGV","IMPORT","AGV-093","SIM","Simulation AGV","CNTR-0000093","AGO-G-06","40","FULL","N","N","40HQ","","2026-09-10 00:18:24","2026-09-10 00:45:35","2026-09-10 00:18:24","2026-09-10 00:18:34","2026-09-10 00:30:34","2026-09-10 00:30:44","2026-09-10 00:21:44","2026-09-10 00:22:02","2026-09-10 00:23:15","2026-09-10 00:23:35","SYNTHETIC","VOY-003",12,"AGO-000093","2026-09-10 00:21:24","Y","WI-0000093","ORC-0000093","SYN0000093","SIMULATOR","2026-09-10 00:18:29","2026-09-10 00:18:32","2026-09-10 00:21:36","2026-09-10 00:21:41","TP-F1-S-93","TP-F1-E-93","TP-F2-S-93","TP-F2-E-93","TP-L1-S-93","TP-L1-E-93","TP-L2-S-93","TP-L2-E-93","PB-FREE-09","PB-FULL-09",9519.6,"2026-09-10 00:00:00"
"TAA-20260910-000094","2026-09-10",2,"W06","AGV","EXPORT","AGV-094","SIM","Simulation AGV","CNTR-0000094","AGO-G-07","20","FULL","N","N","20GP","","2026-09-10 00:18:36","2026-09-10 00:44:42","2026-09-10 00:18:36","2026-09-10 00:18:46","2026-09-10 00:29:28","2026-09-10 00:29:38","2026-09-10 00:22:14","2026-09-10 00:22:32","2026-09-10 00:23:53","2026-09-10 00:24:13","SYNTHETIC","VOY-004",13,"AGO-000094","2026-09-10 00:21:36","Y","WI-0000094","ORC-0000094","SYN0000094","SIMULATOR","2026-09-10 00:18:41","2026-09-10 00:18:44","2026-09-10 00:22:06","2026-09-10 00:22:11","TP-F1-S-94","TP-F1-E-94","TP-F2-S-94","TP-F2-E-94","TP-L1-S-94","TP-L1-E-94","TP-L2-S-94","TP-L2-E-94","PB-FREE-10","PB-FULL-10",9009.6,"2026-09-10 00:00:00"
"TAA-20260910-000095","2026-09-10",2,"W07","AGV","IMPORT","AGV-095","SIM","Simulation AGV","CNTR-0000095","AGO-G-08","40","FULL","N","N","40HQ","","2026-09-10 00:18:48","2026-09-10 00:44:12","2026-09-10 00:18:48","2026-09-10 00:18:58","2026-09-10 00:29:48","2026-09-10 00:29:58","2026-09-10 00:23:40","2026-09-10 00:23:58","2026-09-10 00:25:46","2026-09-10 00:26:06","SYNTHETIC","VOY-005",14,"AGO-000095","2026-09-10 00:21:48","Y","WI-0000095","ORC-0000095","SYN0000095","SIMULATOR","2026-09-10 00:18:53","2026-09-10 00:18:56","2026-09-10 00:23:32","2026-09-10 00:23:37","TP-F1-S-95","TP-F1-E-95","TP-F2-S-95","TP-F2-E-95","TP-L1-S-95","TP-L1-E-95","TP-L2-S-95","TP-L2-E-95","PB-FREE-11","PB-FULL-11",8893.2,"2026-09-10 00:00:00"
"TAA-20260910-000096","2026-09-10",2,"W08","AGV","EXPORT","AGV-096","SIM","Simulation AGV","CNTR-0000096","AGO-G-09","40","FULL","N","N","40HQ","","2026-09-10 00:19:00","2026-09-10 00:42:36","2026-09-10 00:19:00","2026-09-10 00:19:10","2026-09-10 00:29:09","2026-09-10 00:29:19","2026-09-10 00:24:23","2026-09-10 00:24:41","2026-09-10 00:26:40","2026-09-10 00:27:00","SYNTHETIC","VOY-006",15,"AGO-000096","2026-09-10 00:22:00","Y","WI-0000096","ORC-0000096","SYN0000096","SIMULATOR","2026-09-10 00:19:05","2026-09-10 00:19:08","2026-09-10 00:24:15","2026-09-10 00:24:20","TP-F1-S-96","TP-F1-E-96","TP-F2-S-96","TP-F2-E-96","TP-L1-S-96","TP-L1-E-96","TP-L2-S-96","TP-L2-E-96","PB-FREE-12","PB-FULL-12",8362.8,"2026-09-10 00:00:00"
"TAA-20260910-000097","2026-09-10",2,"W01","AGV","IMPORT","AGV-097","SIM","Simulation AGV","CNTR-0000097","AGO-G-10","20","FULL","N","N","20GP","","2026-09-10 00:19:12","2026-09-10 00:46:56","2026-09-10 00:19:12","2026-09-10 00:19:22","2026-09-10 00:31:42","2026-09-10 00:31:52","2026-09-10 00:21:50","2026-09-10 00:22:08","2026-09-10 00:23:06","2026-09-10 00:23:26","SYNTHETIC","VOY-007",4,"AGO-000097","2026-09-10 00:22:12","Y","WI-0000097","ORC-0000097","SYN0000097","SIMULATOR","2026-09-10 00:19:17","2026-09-10 00:19:20","2026-09-10 00:21:42","2026-09-10 00:21:47","TP-F1-S-97","TP-F1-E-97","TP-F2-S-97","TP-F2-E-97","TP-L1-S-97","TP-L1-E-97","TP-L2-S-97","TP-L2-E-97","PB-FREE-01","PB-FULL-01",9461.2,"2026-09-10 00:00:00"
"TAA-20260910-000098","2026-09-10",2,"W02","AGV","EXPORT","AGV-098","SIM","Simulation AGV","CNTR-0000098","AGO-G-11","40","FULL","N","N","40HQ","","2026-09-10 00:19:24","2026-09-10 00:43:00","2026-09-10 00:19:24","2026-09-10 00:19:34","2026-09-10 00:28:50","2026-09-10 00:29:00","2026-09-10 00:20:55","2026-09-10 00:21:13","2026-09-10 00:21:47","2026-09-10 00:22:07","SYNTHETIC","VOY-008",5,"AGO-000098","2026-09-10 00:22:24","Y","WI-0000098","ORC-0000098","SYN0000098","SIMULATOR","2026-09-10 00:19:29","2026-09-10 00:19:32","2026-09-10 00:20:47","2026-09-10 00:20:52","TP-F1-S-98","TP-F1-E-98","TP-F2-S-98","TP-F2-E-98","TP-L1-S-98","TP-L1-E-98","TP-L2-S-98","TP-L2-E-98","PB-FREE-02","PB-FULL-02",8002.8,"2026-09-10 00:00:00"
"TAA-20260910-000099","2026-09-10",2,"W03","AGV","IMPORT","AGV-099","SIM","Simulation AGV","CNTR-0000099","AGO-G-12","40","FULL","N","N","40HQ","","2026-09-10 00:19:36","2026-09-10 00:41:54","2026-09-10 00:19:36","2026-09-10 00:19:46","2026-09-10 00:28:39","2026-09-10 00:28:49","2026-09-10 00:21:59","2026-09-10 00:22:17","2026-09-10 00:23:10","2026-09-10 00:23:30","SYNTHETIC","VOY-009",6,"AGO-000099","2026-09-10 00:22:36","Y","WI-0000099","ORC-0000099","SYN0000099","SIMULATOR","2026-09-10 00:19:41","2026-09-10 00:19:44","2026-09-10 00:21:51","2026-09-10 00:21:56","TP-F1-S-99","TP-F1-E-99","TP-F2-S-99","TP-F2-E-99","TP-L1-S-99","TP-L1-E-99","TP-L2-S-99","TP-L2-E-99","PB-FREE-03","PB-FULL-03",7673.4,"2026-09-10 00:00:00"
"TAA-20260910-000100","2026-09-10",2,"W04","AGV","EXPORT","AGV-100","SIM","Simulation AGV","CNTR-0000100","AGO-G-13","20","FULL","N","N","20GP","","2026-09-10 00:19:48","2026-09-10 00:42:27","2026-09-10 00:19:48","2026-09-10 00:19:58","2026-09-10 00:29:23","2026-09-10 00:29:33","2026-09-10 00:23:13","2026-09-10 00:23:31","2026-09-10 00:24:47","2026-09-10 00:25:07","SYNTHETIC","VOY-010",7,"AGO-000100","2026-09-10 00:22:48","Y","WI-0000100","ORC-0000100","SYN0000100","SIMULATOR","2026-09-10 00:19:53","2026-09-10 00:19:56","2026-09-10 00:23:05","2026-09-10 00:23:10","TP-F1-S-100","TP-F1-E-100","TP-F2-S-100","TP-F2-E-100","TP-L1-S-100","TP-L1-E-100","TP-L2-S-100","TP-L2-E-100","PB-FREE-04","PB-FULL-04",7744.4,"2026-09-10 00:00:00"
"TAA-20260910-000101","2026-09-10",2,"W05","AGV","IMPORT","AGV-101","SIM","Simulation AGV","CNTR-0000101","AGO-G-14","40","FULL","N","N","40HQ","","2026-09-10 00:20:00","2026-09-10 00:48:22","2026-09-10 00:20:00","2026-09-10 00:20:10","2026-09-10 00:34:18","2026-09-10 00:34:28","2026-09-10 00:23:52","2026-09-10 00:24:10","2026-09-10 00:25:36","2026-09-10 00:25:56","SYNTHETIC","VOY-011",8,"AGO-000101","2026-09-10 00:23:00","Y","WI-0000101","ORC-0000101","SYN0000101","SIMULATOR","2026-09-10 00:20:05","2026-09-10 00:20:08","2026-09-10 00:23:44","2026-09-10 00:23:49","TP-F1-S-101","TP-F1-E-101","TP-F2-S-101","TP-F2-E-101","TP-L1-S-101","TP-L1-E-101","TP-L2-S-101","TP-L2-E-101","PB-FREE-05","PB-FULL-05",9762.3,"2026-09-10 00:00:00"
"TAA-20260910-000102","2026-09-10",2,"W06","AGV","EXPORT","AGV-102","SIM","Simulation AGV","CNTR-0000102","AGO-G-15","40","FULL","N","N","40HQ","","2026-09-10 00:20:12","2026-09-10 00:43:01","2026-09-10 00:20:12","2026-09-10 00:20:22","2026-09-10 00:30:19","2026-09-10 00:30:29","2026-09-10 00:22:34","2026-09-10 00:22:52","2026-09-10 00:23:44","2026-09-10 00:24:04","SYNTHETIC","VOY-012",9,"AGO-000102","2026-09-10 00:23:12","Y","WI-0000102","ORC-0000102","SYN0000102","SIMULATOR","2026-09-10 00:20:17","2026-09-10 00:20:20","2026-09-10 00:22:26","2026-09-10 00:22:31","TP-F1-S-102","TP-F1-E-102","TP-F2-S-102","TP-F2-E-102","TP-L1-S-102","TP-L1-E-102","TP-L2-S-102","TP-L2-E-102","PB-FREE-06","PB-FULL-06",7812,"2026-09-10 00:00:00"
"TAA-20260910-000103","2026-09-10",2,"W07","AGV","IMPORT","AGV-103","SIM","Simulation AGV","CNTR-0000103","AGO-G-16","20","FULL","N","N","20GP","","2026-09-10 00:20:24","2026-09-10 00:41:45","2026-09-10 00:20:24","2026-09-10 00:20:34","2026-09-10 00:29:26","2026-09-10 00:29:36","2026-09-10 00:22:57","2026-09-10 00:23:15","2026-09-10 00:24:12","2026-09-10 00:24:32","SYNTHETIC","VOY-013",10,"AGO-000103","2026-09-10 00:23:24","Y","WI-0000103","ORC-0000103","SYN0000103","SIMULATOR","2026-09-10 00:20:29","2026-09-10 00:20:32","2026-09-10 00:22:49","2026-09-10 00:22:54","TP-F1-S-103","TP-F1-E-103","TP-F2-S-103","TP-F2-E-103","TP-L1-S-103","TP-L1-E-103","TP-L2-S-103","TP-L2-E-103","PB-FREE-07","PB-FULL-07",7199.5,"2026-09-10 00:00:00"
"TAA-20260910-000104","2026-09-10",2,"W08","AGV","EXPORT","AGV-104","SIM","Simulation AGV","CNTR-0000104","AGO-G-17","40","FULL","N","N","40HQ","","2026-09-10 00:20:36","2026-09-10 00:40:50","2026-09-10 00:20:36","2026-09-10 00:20:46","2026-09-10 00:29:17","2026-09-10 00:29:27","2026-09-10 00:23:45","2026-09-10 00:24:03","2026-09-10 00:25:13","2026-09-10 00:25:33","SYNTHETIC","VOY-014",11,"AGO-000104","2026-09-10 00:23:36","Y","WI-0000104","ORC-0000104","SYN0000104","SIMULATOR","2026-09-10 00:20:41","2026-09-10 00:20:44","2026-09-10 00:23:37","2026-09-10 00:23:42","TP-F1-S-104","TP-F1-E-104","TP-F2-S-104","TP-F2-E-104","TP-L1-S-104","TP-L1-E-104","TP-L2-S-104","TP-L2-E-104","PB-FREE-08","PB-FULL-08",6896.4,"2026-09-10 00:00:00"
"TAA-20260910-000105","2026-09-10",2,"W01","AGV","IMPORT","AGV-105","SIM","Simulation AGV","CNTR-0000105","AGO-G-18","40","FULL","N","N","40HQ","","2026-09-10 00:20:48","2026-09-10 00:47:37","2026-09-10 00:20:48","2026-09-10 00:20:58","2026-09-10 00:35:22","2026-09-10 00:35:32","2026-09-10 00:26:09","2026-09-10 00:26:27","2026-09-10 00:28:25","2026-09-10 00:28:45","SYNTHETIC","VOY-015",12,"AGO-000105","2026-09-10 00:23:48","Y","WI-0000105","ORC-0000105","SYN0000105","SIMULATOR","2026-09-10 00:20:53","2026-09-10 00:20:56","2026-09-10 00:26:01","2026-09-10 00:26:06","TP-F1-S-105","TP-F1-E-105","TP-F2-S-105","TP-F2-E-105","TP-L1-S-105","TP-L1-E-105","TP-L2-S-105","TP-L2-E-105","PB-FREE-09","PB-FULL-09",9354.2,"2026-09-10 00:00:00"
"TAA-20260910-000106","2026-09-10",2,"W02","AGV","EXPORT","AGV-106","SIM","Simulation AGV","CNTR-0000106","AGO-G-19","20","FULL","N","N","20GP","","2026-09-10 00:21:00","2026-09-10 00:43:30","2026-09-10 00:21:00","2026-09-10 00:21:10","2026-09-10 00:31:53","2026-09-10 00:32:03","2026-09-10 00:24:47","2026-09-10 00:25:05","2026-09-10 00:26:29","2026-09-10 00:26:49","SYNTHETIC","VOY-016",13,"AGO-000106","2026-09-10 00:24:00","Y","WI-0000106","ORC-0000106","SYN0000106","SIMULATOR","2026-09-10 00:21:05","2026-09-10 00:21:08","2026-09-10 00:24:39","2026-09-10 00:24:44","TP-F1-S-106","TP-F1-E-106","TP-F2-S-106","TP-F2-E-106","TP-L1-S-106","TP-L1-E-106","TP-L2-S-106","TP-L2-E-106","PB-FREE-10","PB-FULL-10",7645.7,"2026-09-10 00:00:00"
"TAA-20260910-000107","2026-09-10",2,"W03","AGV","IMPORT","AGV-107","SIM","Simulation AGV","CNTR-0000107","AGO-G-20","40","FULL","N","N","40HQ","","2026-09-10 00:21:12","2026-09-10 00:40:17","2026-09-10 00:21:12","2026-09-10 00:21:22","2026-09-10 00:29:41","2026-09-10 00:29:51","2026-09-10 00:24:21","2026-09-10 00:24:39","2026-09-10 00:25:49","2026-09-10 00:26:09","SYNTHETIC","VOY-017",14,"AGO-000107","2026-09-10 00:24:12","Y","WI-0000107","ORC-0000107","SYN0000107","SIMULATOR","2026-09-10 00:21:17","2026-09-10 00:21:20","2026-09-10 00:24:13","2026-09-10 00:24:18","TP-F1-S-107","TP-F1-E-107","TP-F2-S-107","TP-F2-E-107","TP-L1-S-107","TP-L1-E-107","TP-L2-S-107","TP-L2-E-107","PB-FREE-11","PB-FULL-11",6467.5,"2026-09-10 00:00:00"
"TAA-20260910-000108","2026-09-10",2,"W04","AGV","EXPORT","AGV-108","SIM","Simulation AGV","CNTR-0000108","AGO-G-21","40","FULL","N","N","40HQ","","2026-09-10 00:21:24","2026-09-10 00:38:10","2026-09-10 00:21:24","2026-09-10 00:21:34","2026-09-10 00:28:31","2026-09-10 00:28:41","2026-09-10 00:24:42","2026-09-10 00:25:00","2026-09-10 00:26:12","2026-09-10 00:26:32","SYNTHETIC","VOY-018",15,"AGO-000108","2026-09-10 00:24:24","Y","WI-0000108","ORC-0000108","SYN0000108","SIMULATOR","2026-09-10 00:21:29","2026-09-10 00:21:32","2026-09-10 00:24:34","2026-09-10 00:24:39","TP-F1-S-108","TP-F1-E-108","TP-F2-S-108","TP-F2-E-108","TP-L1-S-108","TP-L1-E-108","TP-L2-S-108","TP-L2-E-108","PB-FREE-12","PB-FULL-12",5734.4,"2026-09-10 00:00:00"
"TAA-20260910-000109","2026-09-10",2,"W05","AGV","IMPORT","AGV-109","SIM","Simulation AGV","CNTR-0000109","AGO-G-22","20","FULL","N","N","20GP","","2026-09-10 00:21:36","2026-09-10 00:48:55","2026-09-10 00:21:36","2026-09-10 00:21:46","2026-09-10 00:37:01","2026-09-10 00:37:11","2026-09-10 00:26:28","2026-09-10 00:26:46","2026-09-10 00:28:34","2026-09-10 00:28:54","SYNTHETIC","VOY-001",4,"AGO-000109","2026-09-10 00:24:36","Y","WI-0000109","ORC-0000109","SYN0000109","SIMULATOR","2026-09-10 00:21:41","2026-09-10 00:21:44","2026-09-10 00:26:20","2026-09-10 00:26:25","TP-F1-S-109","TP-F1-E-109","TP-F2-S-109","TP-F2-E-109","TP-L1-S-109","TP-L1-E-109","TP-L2-S-109","TP-L2-E-109","PB-FREE-01","PB-FULL-01",9332.2,"2026-09-10 00:00:00"
"TAA-20260910-000110","2026-09-10",2,"W06","AGV","EXPORT","AGV-110","SIM","Simulation AGV","CNTR-0000110","AGO-G-23","40","FULL","N","N","40HQ","","2026-09-10 00:21:48","2026-09-10 00:44:22","2026-09-10 00:21:48","2026-09-10 00:21:58","2026-09-10 00:33:34","2026-09-10 00:33:44","2026-09-10 00:25:07","2026-09-10 00:25:25","2026-09-10 00:26:38","2026-09-10 00:26:58","SYNTHETIC","VOY-002",5,"AGO-000110","2026-09-10 00:24:48","Y","WI-0000110","ORC-0000110","SYN0000110","SIMULATOR","2026-09-10 00:21:53","2026-09-10 00:21:56","2026-09-10 00:24:59","2026-09-10 00:25:04","TP-F1-S-110","TP-F1-E-110","TP-F2-S-110","TP-F2-E-110","TP-L1-S-110","TP-L1-E-110","TP-L2-S-110","TP-L2-E-110","PB-FREE-02","PB-FULL-02",7632.5,"2026-09-10 00:00:00"
"TAA-20260910-000111","2026-09-10",2,"W07","AGV","IMPORT","AGV-111","SIM","Simulation AGV","CNTR-0000111","AGO-G-24","40","FULL","N","N","40HQ","","2026-09-10 00:22:00","2026-09-10 00:40:49","2026-09-10 00:22:00","2026-09-10 00:22:10","2026-09-10 00:31:03","2026-09-10 00:31:13","2026-09-10 00:24:27","2026-09-10 00:24:45","2026-09-10 00:25:40","2026-09-10 00:26:00","SYNTHETIC","VOY-003",6,"AGO-000111","2026-09-10 00:25:00","Y","WI-0000111","ORC-0000111","SYN0000111","SIMULATOR","2026-09-10 00:22:05","2026-09-10 00:22:08","2026-09-10 00:24:19","2026-09-10 00:24:24","TP-F1-S-111","TP-F1-E-111","TP-F2-S-111","TP-F2-E-111","TP-L1-S-111","TP-L1-E-111","TP-L2-S-111","TP-L2-E-111","PB-FREE-03","PB-FULL-03",6335.2,"2026-09-10 00:00:00"
"TAA-20260910-000112","2026-09-10",2,"W08","AGV","EXPORT","AGV-112","SIM","Simulation AGV","CNTR-0000112","AGO-G-25","20","FULL","N","N","20GP","","2026-09-10 00:22:12","2026-09-10 00:39:33","2026-09-10 00:22:12","2026-09-10 00:22:22","2026-09-10 00:30:04","2026-09-10 00:30:14","2026-09-10 00:24:25","2026-09-10 00:24:43","2026-09-10 00:25:32","2026-09-10 00:25:52","SYNTHETIC","VOY-004",7,"AGO-000112","2026-09-10 00:25:12","Y","WI-0000112","ORC-0000112","SYN0000112","SIMULATOR","2026-09-10 00:22:17","2026-09-10 00:22:20","2026-09-10 00:24:17","2026-09-10 00:24:22","TP-F1-S-112","TP-F1-E-112","TP-F2-S-112","TP-F2-E-112","TP-L1-S-112","TP-L1-E-112","TP-L2-S-112","TP-L2-E-112","PB-FREE-04","PB-FULL-04",5697.5,"2026-09-10 00:00:00"
"TAA-20260910-000113","2026-09-10",2,"W01","AGV","IMPORT","AGV-113","SIM","Simulation AGV","CNTR-0000113","AGO-G-26","40","FULL","N","N","40HQ","","2026-09-10 00:22:24","2026-09-10 00:50:35","2026-09-10 00:22:24","2026-09-10 00:22:34","2026-09-10 00:39:42","2026-09-10 00:39:52","2026-09-10 00:28:31","2026-09-10 00:28:49","2026-09-10 00:31:04","2026-09-10 00:31:24","SYNTHETIC","VOY-005",8,"AGO-000113","2026-09-10 00:25:24","Y","WI-0000113","ORC-0000113","SYN0000113","SIMULATOR","2026-09-10 00:22:29","2026-09-10 00:22:32","2026-09-10 00:28:23","2026-09-10 00:28:28","TP-F1-S-113","TP-F1-E-113","TP-F2-S-113","TP-F2-E-113","TP-L1-S-113","TP-L1-E-113","TP-L2-S-113","TP-L2-E-113","PB-FREE-05","PB-FULL-05",9708,"2026-09-10 00:00:00"
"TAA-20260910-000114","2026-09-10",2,"W02","AGV","EXPORT","AGV-114","SIM","Simulation AGV","CNTR-0000114","AGO-G-27","40","FULL","N","N","40HQ","","2026-09-10 00:22:36","2026-09-10 00:45:19","2026-09-10 00:22:36","2026-09-10 00:22:46","2026-09-10 00:35:44","2026-09-10 00:35:54","2026-09-10 00:27:12","2026-09-10 00:27:30","2026-09-10 00:29:12","2026-09-10 00:29:32","SYNTHETIC","VOY-006",9,"AGO-000114","2026-09-10 00:25:36","Y","WI-0000114","ORC-0000114","SYN0000114","SIMULATOR","2026-09-10 00:22:41","2026-09-10 00:22:44","2026-09-10 00:27:04","2026-09-10 00:27:09","TP-F1-S-114","TP-F1-E-114","TP-F2-S-114","TP-F2-E-114","TP-L1-S-114","TP-L1-E-114","TP-L2-S-114","TP-L2-E-114","PB-FREE-06","PB-FULL-06",7780.1,"2026-09-10 00:00:00"
